full_text,sentiment
@CNNIndonesia Maksudnya pak prabowo Kalau sdh bicara hilirisasi berarti sdh kuasai ekonomi hukum pertanian pertambangan kebijakan dalam negri kebijakan luar negri dll Pokok nya hilirisasi lah.,netral
@yaniarsim @gibran_tweet Bocil stres berat lihat kakek sugiwo marah marah,netral
Kebersamaan PKS dan Anies-Muhaimin adalah modal untuk membangun Indonesia yang lebih berkeadilan. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
Maaf mbak saya salah ,netral
@OposisiCerdas Prof mahfud lawan debat bocil gibran lawan nglawak....berteman memang ada levelnya..yg penting junjung tinggi etika,netral
@MBitnari @xquitavee @prabowo Iya kecewa banget sama baliau sih aku jugajadi yang paling bener emang ganjar,netral
@kurawa Dr 2009 sampai 2019 berambisi jd Presiden.Gak prnah didukung. Thn 2024 maju lagi artinya dia gak pernah berubah. Org yg sama yg mau berkuasa. Knp pula musti didukung kali ini? Dikira abis joged org lupa omongannya?Gak segampang itu ngab.Dia bkn Jokowi Gibran juga bukan.,netral
@Pablooalex @Gerindra @gibran_tweet lucuuu bgt sih yak,netral
Gus Muhaimin: Slepetnomics Bangun Indonesia Pakai Hati dan Otak #DebatCawapres https://t.co/9N205djPbC,positif
#DebatPilpres Paslon nomor urut 1 Anies Baswedan dan Muhaimin Iskandar (Cak Imin) sampai di lokasi debat kelima. Keduanya terlihat kompak mengenakan jas dan peci berwarna hitam. Debat makin seru saksikan di https://t.co/4N8CIMFjW2 #detikPemilu #DebatCapres #WaktunyaMilih https://t.co/WW28sBZ30U,netral
@kumparan All in pak Ganjar Mahfud untuk Indonesia kita yg lebih baik kedepannya,positif
@fadlizon @prabowo @gibran_tweet Penjilat yang berbakat,netral
Ganjar Mahfud memahami urgensi kesehatan mental dan memberikan solusi yang bisa dirasakan oleh semua lapisan masyarakat @Lina80158988 VisiMisi GanjarMahfud https://t.co/45jQCDaRem,netral
@tvOneNews All in Ganjar Mahfud ,netral
@Gojekmilitan Sepertinya @prabowo tidak tahu kalau di Indonesia ada universitas dengan jurusan pertanian dan peternakan.,netral
Ditanya Gibran Soal Carbon Capture Ini Klarifikasi Mahfud! https://t.co/D7KSgAn6Ga,netral
Dari awal suami udah bilang anies tuh kesalahannya cuma satu. Salah milih wakil wkwkwkwkw hadeuh. Kasian bgt pakkk :( Tp si kami gamau juga nih dari partai banteng:(((,positif
@Fahrihamzah Ini buat Gibran ? Anak mami ?,netral
Melalui strategi diplomasi ekonomi yang cerdas Ganjar-Mahfud akan mengangkat citra perdagangan Indonesia di mata dunia. @urswetty_91 Juara ! Sat Set https://t.co/kKFTGlUgA2,positif
@tvOneNews Paling terbaik prabowo gibran gak mungkin ada yang bisa menandingi,positif
konyol anjay tiga kata lucu: gibran ngejek mahfud.,netral
Sama kayak slh satu teman she said anies itu gak bisa kerja always say that. Jakarta sebelum dia menjabat jad gubernur itu bersih pas masanya dia jadi kotor dan selalu ini yang dia ulang2. Ketika diberi tanggapan dia bakal menaikkan nada bicaranya alias membentak. ,netral
Ganjar-Mahfud adalah pasangan yang memiliki rekam jejak nyata dalam meningkatkan tata kelola keuangan yang baik. @prettyta9 Hebat ! Pasti Lebih Baik https://t.co/LjfdbZaVRp,positif
@are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 gibran adalah cawapres hasil dari sebuah pelanggaran KENAPA PAMAN USMAN DICOPOT DARI JABATAN KETUA MK KALAU BELIAU TIDAK BERSALAH.?? https://t.co/ZqWUTPiSDf,netral
ternyata di twitter ini anak mudanya banyak yang dukung pak anies yak,netral
@geloraco Tolak prabowo dan gibran. kita pilih pak anies atau ke pak ganjar kalo pak anies tdk bisa melanjutkan di putaran kedua. https://t.co/YOtahYGv87,negatif
Duet Ganjar-Mahfud ini bisa jadi kunci untuk Indonesia yang lebih adil dan makmur @NZ832 VisiMisi GanjarMahfud https://t.co/GmNUEhhVby,positif
@PartaiSocmed @ni0910ck Lebih gede dong drpd buzzer Prabowo cuma 150 perak ,netral
@jahterra Anies juga nyebelin. Kenapa harus dia yg dipilih??? Patah hati terbesar gue sama anies yaaa pas dia milih imin ,negatif
apakah akan ada permainan bandar wkwwkwkwkwk sehingga 03 malah yang menang? odd 8 bjir bet 1 jt bisa dapet 1 8 . all in ganjar para bandar kwkwkwwkwk,netral
@kurawa Sayang sekali thread ini harusnya bisa anda gunakan utk mencari jawaban alasan jokowi memajukan gibran dg cara polemik di MK tetapi anda malah menggambarkan pribadi jokowi diluar dr polemik gibran. Polemik gibran terlalu hina dizaman Reformasi saat ini. Thats the Big point.,netral
#Ganjarpranowo ini lah calon pemimpin yang merakyat dan selalu menyapa rakyat nya sampai ke dalam kampung juga selalu semangat pak ganjar GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,netral
@PreciosaKanti Pak @jokowi itu berhasil memberikan contoh cara2 yg tidak beretika pada anak sulungnya @gibran_tweet cara berpolitik murahan recehan dan memuakkan..,netral
PKS yakin bahwa Anies-Muhaimin adalah pemimpin yang akan mengedepankan kepentingan rakyat di setiap kebijakan. #PKSmenangAMIN PilihPKS CoblosAMIN,positif
@RcyberProj0 @FALDA81 @Gerindra @gibran_tweet @prabowo @budimuni98 @Projo_Pusat @handoko2411 Jelas ni 1 putaran langsung nyungsep yg masuk putaran ke dua 01 vs 03,netral
Ganjar-Mahfud akan memperkuat diplomasi ekonomi dalam mendiversifikasi pasar ekspor Indonesia. @ttAaEERrRaAee Juara ! Sat Set https://t.co/3Xvtm1zo6b,positif
@Fahrihamzah Ciah. Baper. Debat pertama Anies dikritik kinerjanya sbg gub di Jakarta. Ganjar sbg gub di Jateng. Giliran Pbw dikritik kinerjanya sbg menteri kok ga terima. Cih,netral
@kurawa Mana ada 01 dan 03 membully p prabowo itu kan perasaanmu sj...kal9 yg kmrn si samsul gak bermutu debatnya gak ada yg nyambung,netral
Ternyata ini Fakta dari Pernyataan Muhaimin Gibran Mahfud di Debat Cawapres 2024 https://t.co/9fPY4nHyrW,netral
@Dahnilanzar Gibran jelas sekali titipan jokowi kepada prabowo ini gk etis bagi bangsa kenapa tidak dijawab kongkalikong ini? Jelas itu bukan pertanyaan pak Anies tapi semua warga negara yg punya integritas dan rasa malu ntahlah bagi oportunis sejati,netral
@ganjarpranowo Pemimpin yg baik selalu diberijkan sambutan luar biasa kyk ganjar,positif
@ganjarpranowo @mcd4nny @daniaaditya @fatihandhika @ozarangkuti Semangat menyiapkan debat Pak Ganjar selalu lancar dan dimudahkan penuh harapan untuk kedepannya,positif
@primrose_violet @mawakresna iyaa :(( pdhl tolak ukur tulus susah bgt omg dahlah gws smoga di TPS mreka sadar mau milih yg bnr gpp amin gpp ganjar asal ga 02 soalny ganjar msh muda jg kan ya msh bs ngmg juga jd kl knp msh ga tua bgt ga kaya bowo prnh stroke 2x :(( tkt kl gibran yg gantiin bkin malu,netral
@RisaHart Memang pak prabowo gak pinter ngomong apalgi ndakik2 kyak anies...belio hanya pinter kerja demi bangsa,negatif
@Projo_Pusat @Cakrawala_nst @Gerindra @gibran_tweet @prabowo @budimuni98 @RcyberProj0 @handoko2411 @FALDA81 instruksi matamu !,netral
@ganjarpranowo Yang selalu suka sama pak Ganjar buk Atikoh selalu dalam keadaan apapun,positif
@antaranews Muhaimin selepetnya kebanyakan... Gibran terlihat lebih pintar...... Mahpud normatif......,negatif
@ruyasagit900 @info_beragam Keinginan Pak Prabowo untuk menjadikan Indonesia sebagai negara yang lebih berdaya dan berpengaruh di tingkat global membuka keyakinan bahwa beliau memiliki visi yang melampaui batas-batas.,positif
Gibran menganggap Gus Muhaimin tidak konsisten dengan ucapannya. Dulu Muhaimin ikut dan potong tumpeng di IKN sekarang tidak mendukung adanya IKN karena menjadi pendamping Anies Baswedan. #IDNTimes #GenZMemilih https://t.co/Y6acCDScGK https://t.co/HIsFG55Tev,negatif
@aniesbubble Anies munafik sama kayak pendukungnya,negatif
gambaran haters prabowo adalah penyerangan personal bukan opini,positif
gibran bagus juga,positif
bisa aja Pak Ganjar ,netral
Debat semalam @prabowo lbh 3x menyebut kurleb ada paslon yg berambisi jd presiden dgn mnggunakan brbagai cara. Lah dia gak mikir kali yah 4x nyapres gagal terus. Cara2 yg dia gunakan terekam jejak digitalnya. Asli kekakanak2kan ini orang. Sangat menyesal 4x gw pernah pilih dia.,netral
Cawapres Gus Muhaimin @cakimiNOW butuh modal usaha? Negara pinjemin tak perlu lagi pinjol karena kesulitan mendapatkan modal untuk dapat berusaha sehingga mampu menggerakkan ekonomi yang loyo #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/lg1jIeBgl4,negatif
@amethystcil ismail nih plek ketiplek pak anies bgt pas masih muda mana cakep banget lagi ,netral
Prabowo Berulang Kali Setuju dengan Pendapat Anies saat Debat Capres Terakhir https://t.co/XhJVcXeKCL #KLYNews,positif
@DarahBiroe @jesicayosi022 @BuayaDaratweet @PartaiSocmed Jadi kan jadinya ada dua sistem pendidikan nasional yang beda. Nah pendapan anda gak nyambung sama kenapa Anies dipecat dari jabatannya.,netral
Ganjar-Mahfud memberikan fokus pada peningkatan keterampilan dan kapasitas SDM dalam sektor perdagangan. @winterbear_27_ Top ! Sat Set https://t.co/EvzF8Qwtg3,positif
@hidungkebas @zarryhendrik @RisaHart @prabowo Tapi menghilangkan orang bisa loh,netral
@ansyffr Itu prof Anies aja di Slepet pakai sarung sama cak imin kan gak respect,netral
@inilahdotcom Ga ada keraguan lagi kita menemukan calon pemimpin yg bisa membawa keadilan kemakmuran kesejahteraan dan mengangkat kebanggaan Indonesia dimata dunia....melalui ANIS &amp; MUHAIMIN,positif
Coblos Abah &amp; Gus Muhaimin di TPS yuk #AnisFinalStage #AForEvery1 #AminkanIndonesia #DebatCapresTerakhir #debatcapres2024 ABAH ANIES ROCKS DEBAT CAPRES,positif
Anies dan Muhaimin Presiden kita Ayo pilih pasangan AMIN No 1 karena AMIN mengembalikan posisisi indonesia menjadi pelaku utama dalam konstelasi global.indonesia tidak hadir sebagai penonton Indonesia akan hadir menjadi penentu arah perdamaian dan kemakmuran https://t.co/u0MnTdVwGT,positif
Fokus Anies-Muhaimin adalah meningkatkan kesejahteraan sosial melalui pendekatan multisektor dengan target menurunkan tingkat kemiskinan dari 9 36% (maret 202) . #PerubahanPastiMenang #AMINajaDulu CC: @aniesbaswedan @cakimiNOW https://t.co/BHcgaRiCvV,positif
@Reiza_Patters Jadi tidak bermakna dan tenggelam oleh bahasa isyarat Anies kepada teman2x tuna rungu ...,netral
Ganjar-Mahfud ingin menjadikan perpajakan sebagai wujud kontribusi positif dan tanggung jawab moral setiap warga. @soovin_rrr Juara ! Sat Set https://t.co/9kfIdqn2u4,positif
@Resty_J_Cayah @prabowo Inget dosa kali jang..,netral
@carymobley66 @prabowo Bener banget kirain masih memiliki semangat yg sama ternyata sudah full Gimik,netral
#AMINku01 #AMINajadulu menunjukkan komitmen Anies-Muhaimin untuk melibatkan semua pihak dalam penyelesaian konflik dan permasalahan HAM.,positif
Visi Anies-Muhaimin: Menciptakan kawasan ramah anak menyediakan ruang terbuka hijau dan membangun fasilitas publik yang aman bagi anak-anak. #AMINku01,positif
Heboh JK Dukung Anies-Imin Ini Respons Kubu Prabowo &amp; Ganjar https://t.co/vlqtAkVo7n,negatif
@tvOneNews Benar-benar terlihat nyata Pak Anies ini memang paling tepat menjadi pemimpin dunia dan akhirat,positif
@tribunnews jagoan kita prabowo lah yg akan membawa kemenangan atas nama keadilan,positif
Ganjar-Mahfud ingin menciptakan atmosfer di mana warga tidak hanya memenuhi kewajiban pajak tetapi juga merasa dihargai dan didukung oleh sistem perpajakan. @ssuindomilk Top ! Pasti Lebih Baik https://t.co/MInPeogNUK,positif
@Gank_Of_Petojo @Numb3r_o1 @prabowo @jokowi Hrsnya kita bodoin amat antara 02 &amp; 03 biar 01 lbh masif memberi penyadaran atas kelakuan mereka ber2. Siapa menebar dia yg menuain dia yg pelihara kt yg suruh nyebokin. Bhahaha...,netral
@Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @_memoryusang @seruanhl @islah_bahrawi @Miduk17 @ch_chotimah2 @vita_AVP Dipimpin prabowo masih tutup mata lah dengan segala kekurangannya tp kalo gibran ewww,negatif
@Ndons_Back keren ya pak Anies jadi terkesima ,positif
Pak Prabs @prabowo yth Cak Duren @cakimiNOW gak usah diajak masuk gerbong pemerintah kalau kalah biar beneran jadi oposisi.,netral
@DrEvaChaniago @aniesbaswedan Anies pernah jadi menteri. Tp dipecat ,negatif
@KompasTV Prabowo Gibran selalu memancarkan aura positif,positif
Jelass Gibran Mahfud. Imin out :v,netral
Ganjar dan Mahfud menciptakan momentum baru dalam penanganan isu perlindungan sosial di Indonesia @nbillaff VisiMisi GanjarMahfud https://t.co/03qezwzfRI,netral
Ganjar Mahfud MD siap Debat Capres dan Cawapres DebatCapres 6fZQZeioGG GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif
Ganjar-Mahfud menegaskan bahwa reformasi perpajakan bukan hanya tentang mengubah aturan tetapi juga menciptakan perubahan budaya. @succcc16 Juara ! Sat Set https://t.co/gJ8n6dVAYA,positif
@Dahnilanzar Betul diwaktu korupsi dibahas perasaan prabowo gk menyerang nih keduanya yang pernah terkena kasusnya gak ada etika politik !,netral
Jangan2 Gibran ini dihadirkan untuk mendegradasi prabowo?? ,netral
Jelas ya Muhaimin Iskandar adalah politikus tidak beretika.,negatif
CaWaPres Nomor urut 1 Muhaimin Iskandar atau Gus Muhaimin akan mengikuti Debat Kedua Cawapres 2024 yg diselenggarakan oleh KPU pada Jum'at 22 Desember 2023 pukul 19.00 WIB di Kantor KPU Jakarta. #MuhaiminIskandar #AMINAjaDulu #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/27PPlsslHe,netral
@kikysaputrii Cak imin Stelah digodok beberapa hari sama timses dan les ketat dari pak anies patut disyukuri ada peningkatan sedikit performa dalam debat kali ini.,netral
Pemilu kali ini list kasianku tak kasih kepada: - Pak Prabowo Subianto - Pak Mahfud MD - Pak Muhaimin Iskandar Sehat selalu yaa bapak-bapak aku. ,netral
@isokaayy all in gibran (gerakan Indonesia bersama anis baswedan),netral
@ketanu13 @Arie_Kriting Tapi kan di depan udah dikasih narasinya. Ada bridgingnya dulu ga langsung nembak dengan istilah singkatan. Sebenernya konteksnya jelas karena diawal bridgingnya Gus Muhaimin ini adalah ketua umum partai PKB pasti paham sekali dengan masalah ini . PKB itu identik ,netral
@Beritasatu Prabowo-Gibran benar benar menunjukkan komitmen mereka untuk melayani Indonesia dengan penuh dedikasi,positif
@Melihat_Indo saya mendukung pak ganjar dan pak mahfud ️️,netral
@dawiguna Nah pertanyaan ini kemarin kemarin sudah disampaikan Anies tapi Prabowo malah emosi sampai bahas Anies jadi gubernur karena dia yg usung Kan gak nyambung ,netral
@daditichsan @idextratime yg bener anies tuh kayak penghuni kost yg ngeritik penjaga kost emak2 yg ribet mau menang sendiri.,netral
Kalau aja Pasangan Anies itu Pak Mahfud udh All in aku,netral
@Arie_Kriting Kalau gw liat substansi pembicaraan... Gibran bagus akan tetapi keliatan sekali seperti menghafal dan sangat teknis Gus Imin dan Prof Mahfud berbicara normatif substantif utk level wapres SDH seharusnya bisa hal2 substantif ,netral
@SahabatAKost @BolaBolaAja Visi-Misi beliau sudah berkali-kali dipaparkan di Desak Anies dan ada satu pasangan yang nggak pernah datang saat diundang berdialog untuk menggali isi kepalanya giliran dilemparkan Visi-Misi yang sekaligus menyadarkan masyarakat tentang fakta pahit seketika Playing Victim,netral
Pak Ganjar dan Pak Anies ini bukan prajurit tapi berani bicara di depan paten ,positif
Gus Muhaimin dan PKB mantap #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/dRU16qC89x,positif
@Nikmatul_Sg @ganjarpranowo program nya pak ganjar mahfud emang bagus dan bermanfaat bagi masyarakat,netral
Dengan kredibilitasnya Mahfud menjadi jaminan bagi investor asing dalam menanamkan modal di Indonesia bersama Ganjar. @vkchuuan Top ! Sat Set https://t.co/tsrrnKdAZx,positif
@SBYudhoyono Setelah melihat debat capres semalam saya yakin presiden Ganjar Mahfud yg paling cocok dalam menghadapi situasi geopolitik yg sprt bapak utarakan itu,positif
@tijabar Sumpah ini keren banget Betul betul who is Muhaimin? Muhaimin Is kandar,netral
@iqfatahillah_21 @SukaGilaBola Dari sini aja lu aja gak tau esensial yang di tanya sama Gibran untuk pak Mahfud itu yang ditanya aturan(regulasi )tentang css atau bisa disebut emisi karbon,netral
@liputan6dotcom Pak Prabowo tentunya sangat peduli dengan rakyat Indonesia dan kepemimpinannya adalah tulus agar Indonesia bisa menjadi negara maju dan sejahtera,positif
lebih kocak pak anies shalat jadi imam tapi depannya ga pada shalat malah video in. Ni paslon emang kalo ga bawa agama ga bisa pencitraan https://t.co/WFjjG4MWx0,negatif
Prabowo Gibran kebelet banget dan ngotot ingin menang 1 putaran. Kenapa? Karena sangat mungkin penjahat HAM ini akan kalah bila 2 putaran. Maka #JanganPilihPrabowoGibran Penjahat HAM dan nepotis boy gak tahu etika..#JanganPilihPrabowoGibran !,negatif
@Nikmatul_Sg Pokok nyaa PDIP mantab dan pak Ganjar Pranowo luar biasa,positif
@erwanrahman70 @NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Ya ya... suruh minum air aki pendukungbya prabowo,netral
@BolaBolaAja Ya memang benar min itu pun salah. Yg benar adalah 1juta 361ribu Hektar. Pak Anies ini seenaknya saja mengurang2i kepemilikan tanah seseorang. https://t.co/uc6BYsq8nc,netral
@Fahrihamzah Jangan pilih capres yang model begini apaan ngatain Gaza sebegitunya @Gerindra maaf ga ada ruang klarifikasi ga ada maaf salah Jangan pilih @prabowo CC komendan dulu @erlanishere Team ingetin yak @hapsyd https://t.co/vZYHLWCPo9,netral
@taulahmales_ @favophs mungkin ini gak relate sama kamu aku seorang minoritas agak trauma melihat gandengan anies sejak jadi gubernur sampai skrg,negatif
@TweetHunterIO @villain_214 @KakekHalal Ini loh tolol kenapa gibran minta di cabut ijin nya https://t.co/s5WtbzPNtU,netral
KAMPUS BERGERAK Kesejahteraan Sosial Kebudayaan Pendidikan Teknologi Informasi Kesehatan Ketenagakerjaan Sumber Daya Manusia dan Inklusi. Anis-Muhaimin #PerubahanPastiMenang #AMINajaDulu @aniesbaswedan @cakimiNOW https://t.co/UmAKCLegHB,netral
Sepertinya semakin banyak nih anak muda Mahasiswa-Mahasiswi yg ikut acara macem Desak Anies Slepet Imin juga Tabrak Mahfud. Saatnya kalian turun ke bawah sampaikan ke orang-orang di sekitar kalian untuk memilih orang yg tepat. Masih ada waktu seminggu lagi.,netral
@KompasTV Seharusnya Gibran lawan Anies ya. Supaya Anies dilumat abis.,negatif
@Metro_TV @prabowo Keduanya juga gak apa2 ..Prabowo tetap hebat,netral
@budimandjatmiko @gibran_tweet Koplakmu keduwuran,netral
Ganjar-Mahfud merancang strategi pengelolaan anggaran yang cerdas memberikan prioritas pada sektor-sektor yang membutuhkan perhatian khusus. @zxkaylx_ Top ! Pasti Lebih Baik https://t.co/6wPfs0Kq9c,positif
Gus_Raharjo #Ganjarpranowo Pak ganjar memang hebat saya jadi semakin yakin GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,netral
Anies mengungkapkan publik nantinya dapat menilai bobot pertanyaan itu selevel hafalan cerdas cermat atau mengenai ideologi hingga gagasan... https://t.co/T3ZuPDPsZv,positif
Anies Baswedan selalu menjadi orang pertama yang on to point dalam #DebatCapres sehingga membuka ruang debat. Ini bisa jadi pengaruh baru anak-anak muda zaman sekarang untuk makin kritis.,negatif
Rangkuman Debat Pilpres Perdana Anies: Sindir Hukum Bengkok Sampai Debat Panas Lawan Prabowo https://t.co/I4STJY4e7Q #KLYNews,positif
