full_text,sentiment,clean_full_text,word_count,text_preprocessed
Pihaknya menargetkan pada Pilpres 2024 pasangan Anies - Muhaimin bakal meraih 80 persen suara di Jawa Barat yang selama ini menjadi lumbung suara PKS. #PKSMenangAMIN #PKSJabar PilihPKS CoblosAMIN,positif, Pihaknya menargetkan pada Pilpres 2024 pasangan Anies - Muhaimin bakal meraih 80 persen suara di Jawa Barat yang selama ini menjadi lumbung suara PKS.   PilihPKS CoblosAMIN ,26,target pilpres pasang anies muhaimin raih persen suara jawa barat lumbung suara pks pilih pks coblos amin
@Nikmatul_Sg Banteng Merah Pilihan ku .... Layaknya api yg membara semoga semangat kita terus membara bersama Ganjar Mahfud menuju indonesia unggul .... Menuju Indonesia emas 2024 ,positif,  Banteng Merah Pilihan ku .... Layaknya api yang membara semoga semangat kita terus membara bersama Ganjar Mahfud menuju indonesia unggul .... Menuju Indonesia emas 2024  ,25,banteng merah pilih ku layak api bara moga semangat bara ganjar mahfud indonesia unggul indonesia emas
Anis Muhaimin Terdepan dan Terpercaya #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati https://t.co/oF1jhDAcaj,positif, Anis Muhaimin Terdepan dan Terpercaya     ,5,anies muhaimin dep percaya
Target 0% kemiskinan ekstrem oleh Ganjar-Mahfud patut diapresiasi @pptr02 VisiMisi GanjarMahfud https://t.co/9EGNurRjHi,netral, Target 0% kemiskinan ekstrem oleh Ganjar-Mahfud patut diapresiasi  VisiMisi GanjarMahfud  ,10,target miskin ekstrem ganjar mahfud patut apresiasi visi misi ganjar memahfud
@jerrysujari @FaldoMaldini @gibran_tweet Diskripsi aslinya boss .. bukan ngomentari debatnya lebih focus ke kostumnya dg memarerkan samsul sebuah trend kebodohan dengan bangganya,netral,    Diskripsi aslinya bos .. bukan komentari debatnya lebih fokus ke kostumnya dengan  memamerkan samsul sebuah tren kebodohan dengan bangganya ,19,deskripsi asli bos komentar debat fokus kostum pamer samsul tren bodoh bangga
GIBRAN ANAK MAMI SURI | KONSTITUSI MATI SURI | Ironisnya kualitas bung @Fahrihamzah jauh jauh &amp; jauh lebih baik daripada anak haram konstitusi. Namun kelebihan Gibran si Anak Mami Suri yang sekaligus Anak Haram Konstitusi itu adalah ; 1. Gibran pengen menggenggam https://t.co/9dxEVwa0xR,netral, GIBRAN ANAK MAMI SURI | KONSTITUSI MATI SURI | Ironisnya kualitas bung  jauh jauh &amp; jauh lebih baik daripada anak haram konstitusi. Namun kelebihan Gibran si Anak Mami Suri yang sekaligus Anak Haram Konstitusi itu adalah ; 1. Gibran ingin menggenggam  ,41,gibran anak mama suri konstitusi mati suri ironis kualitas anak haram konstitusi lebih gibr si anak mama suri anak haram konstitusi gibr genggam
Ganjar-Mahfud mendorong partisipasi aktif masyarakat dalam mengawal pengelolaan keuangan negara. @Zd02519Dwi Hebat ! Pasti Lebih Baik https://t.co/uYo5ANJ2C3,positif, Ganjar-Mahfud mendorong partisipasi aktif masyarakat dalam mengawal pengelolaan keuangan negara.  Hebat ! Pasti Lebih Baik  ,15,ganjar mahfud dorong partisipasi aktif masyarakat awal kelola uang negara hebat
Anies bertemu Muhaimin sebelum menuju tempat debat pamungkas. https://t.co/dUutyTAxBk,netral, Anies bertemu Muhaimin sebelum menuju tempat debat pamungkas.  ,8,anies bertemu muhaimin debat pamungkas
pagiii sheng @CErine_JKT48,netral, pagi sayang  ,2,pagi sayang
@tempodotco Setuju pak program makan gratis sangat membantu luar biasa pak prabowo,positif,  Setuju pak program makan gratis sangat membantu luar biasa pak prabowo ,11,tuju program makan gratis bantu prabowo
Gw bisa punya prasangka macem-macem ke beliau tapi gestur seperti itu otomatis karena sudah jadi kepribadian. Gw membayangkan pak sby atau pak prabowo juga bisa gitu tapi dengan postur yang tetap tegap behave. Pak jokowi gesturnya ya kayak bapak-bapak biasa.,positif, Gw bisa punya prasangka macem-macem ke beliau tapi gestur seperti itu otomatis karena sudah jadi kepribadian. Gw membayangkan pak surabaya atau pak prabowo juga bisa begitu  tapi dengan postur yang tetap tegap behave. Pak jokowi gesturnya ya mirip  bapak-bapak biasa. ,40,prasangka macem beliau gestur otomatis pribadi bayang surabaya prabowo postur tegap berperilaku jokowi gesturnya iya
@YUT4NC7 hahahahah mkmkmk ktnya pak anies yg ngebet sama gibran ternyata pak anies biasa biasa aja woeee mungkin dia tidak mau mmg mkmkmk,netral,  ha ha katanya  pak anies yang ngebet sama gibran ternyata pak anies biasa biasa saja woi mungkin dia tidak mau memang  ha ,22,ha ha anies ngebet gibran anies woi ha
@kba_news No 1 ANIES-MUHAIMIN pasti MENANG ,netral,  No 1 ANIES-MUHAIMIN pasti MENANG  ,5,anies muhaimin menang
@KompasTV Tepat bgt kata Prabowo sih Anies bicara etika spt orang kentut tp nuduh sampingnya....,negatif,  Tepat sekali  kata Prabowo sih Anies bicara etika seperti  orang kentut tapi menuduh sampingnya.... ,14,prabowo sih anies bicara etika orang kentut tuduh samping
Anies-Muhaimin menekankan pentingnya menjaga persatuan dan kesatuan bangsa serta mengedepankan dialog dan rekonsiliasi dalam menyelesaikan masalah HAM. Mereka juga menjanjikan pemberantasan korupsi dengan mendorong keterbukaan informasi publik dan penguatan lembaga penegak hukum,positif, Anies-Muhaimin menekankan pentingnya menjaga persatuan dan kesatuan bangsa serta mengedepankan dialog dan rekonsiliasi dalam menyelesaikan masalah HAM. Mereka juga menjanjikan pemberantasan korupsi dengan mendorong keterbukaan informasi publik dan penguatan lembaga penegak hukum ,32,anies muhaimin tekan jaga satu satu bangsa mengedepankan dialog rekonsiliasi selesai ham janji berantas korupsi dorong buka informasi publik kuat lembaga tegak hukum
@Dennysiregar7 Yaki kalau pak Ganjar dan pak Mahfud tidak dikuasai oleh partai? Apa belum mengerti juga apa yg kader partai lakukan selama ini untuk negara dan rakyat sebagai wakil yg di beri amanah?,negatif,  Yaki kalau pak Ganjar dan pak Mahfud tidak dikuasai oleh partai? Apa belum mengerti juga apa yang kader partai lakukan selama ini untuk negara dan rakyat sebagai wakil yang di beri amanah? ,32,ganjar mahfud asai partai mengerti kader partai laku negara rakyat wakil amanah
@VIVAcoid Mengagumkan melihat Prabowo dan Gibran bersatu untuk menggarisbawahi pentingnya fasilitas kesehatan sebagai benteng pertahanan. Inisiatif ini mencerminkan kesadaran mendalam akan kesejahteraan masyarakat,netral,  Mengagumkan melihat Prabowo dan Gibran bersatu untuk menggaris bawahi pentingnya fasilitas kesehatan sebagai benteng pertahanan. Inisiatif ini mencerminkan kesadaran mendalam akan kesejahteraan masyarakat ,23,kagum prabowo gibran satu garis bawah fasilitas sehat benteng tahan inisiatif cermin sadar dalam sejahtera masyarakat
@tvOneNews Tolol dan Bodoh nya kerasa sampe sini udah jelas AMIN dan AAMIIN itu beda arti beda makna segitu takut nya ya Anies jadi presiden sampe hal sepele aja di permasalah kan ,netral,  Tolol dan Bodoh nya kerasa sampai sini sudah jelas AMIN dan AAMIIN itu beda arti beda makna sebegitu takut nya ya Anies jadi presiden sampai hal sepele saja di permasalah kan  ,31,bodoh bodoh nya rasa amin amin beda arti beda makna takut nya iya anies presiden sepele masa
@kurawa Ngga ada perlawanan...gue pikir si mentri menguasai panggung ngga tahunya dibantai sama p. Anies dan Ganjar...awas asam urat kumat !! ,netral,  Ngga ada perlawanan...gue pikir si menteri menguasai panggung tidak tahunya dibantai sama p. Anies dan Ganjar...awas asam urat kumat !!  ,20,lawan pikir si menteri kuasa panggung tahu bantai anies ganjar awas asam urat kumat
@ajengcute16__ Yang pasti aku dan keluargaku pilih Anis dan Muhaimin No 1. https://t.co/YEd66RxL8O,netral,  Yang pasti saya dan keluargaku pilih Anis dan Muhaimin No 1.  ,11,keluarga pilih anies muhaimin
@Metro_TV Tetap mas gibran yang paling okedongg,netral,  Tetap mas gibran yang paling oke dong ,7,mas gibran oke
@GirlBieberJ @jokowi @ganjarpranowo @prabowo @gibran_tweet @Gerindra @golkar_id @Official_PAN @PDemokrat @Nduklala2 @kpgnj @assaff_koto Salam 1 Jari membawa kedamaian,netral,             Salam 1 Jari membawa kedamaian ,5,salam jari bawa damai
Capres dan Cawapres nomor urut 1 Anies Baswedan dan Muhaimin Iskandar bertemu di one three cafe sebelum berangkat menuju JCC Arena untuk Debat Capres ke 5. (Ard) #BeritaElshinta https://t.co/3C50Jcyo0R,netral, Capres dan Cawapres nomor urut 1 Anies Baswedan dan Muhaimin Iskandar bertemu di satu tiga kafe sebelum berangkat menuju JCC Arena untuk Debat Capres ke 5. (Ard)   ,27,capres cawapres nomor urut anies baswedan muhaimin iskandar bertemu kafe berangkat jcc arena debat capres ard
Keterampilan hukum Pak Mahfud akan menjadi payung hukum yang kuat bagi keberlanjutan investasi di era Ganjar-Mahfud. @vitovxv Top ! Pasti Lebih Baik https://t.co/s4Q29K6w1p,positif, Keterampilan hukum Pak Mahfud akan menjadi payung hukum yang kuat bagi keberlanjutan investasi di era Ganjar-Mahfud.  Top ! Pasti Lebih Baik  ,21,terampil hukum mahfud payung hukum kuat lanjut investasi era ganjar memahfud top
KUMPULAN MOMEN ASIK GANJAR HADAPI ANIES &amp; PRABOWO DI DEBAT KETIGA RESPECT PAK KETUA PENGUIN @ganjarpranowo #GasssGanjarMahfud #GanjarMahfud2024 https://t.co/vD4eocUYm5,netral, KUMPULAN MOMEN ASIK GANJAR HADAPI ANIES &amp; PRABOWO DI DEBAT KETIGA RESPECT PAK KETUA PENGUIN     ,15,kumpul momen asyik ganjar hadap anies prabowo debat tiga respek ketua penguin
Selamat pagi warga X-land gmn selesai nonton debat smlm ⏩masih deg an? ⏩Sesak nafas ? ⏩Jantungan? ⏩ikut kebawa emosi ? ⏩...... ANIES ROCKS DEBAT CAPRES #DebatCapres #Anies2ndStage #HwaitingAbahAnies https://t.co/ZEBaZbU4hW,positif, Selamat pagi warga X-land bagaimana selesai menonton debat semalam  ⏩masih deg an? ⏩Sesak nafas ? ⏩Jantungan? ⏩ikut terbawa  emosi ? ⏩...... ANIES ROCKS DEBAT CAPRES     ,25,selamat pagi warga kali tanah selesai tonton debat malam deg an sesak nafas jantung bawa emosi anies rocks debat capres
@Gus_Raharjo @ganjarpranowo @mohmahfudmd Semangat pantengi debat semangat kasih dukungan untuk pak ganjar #GanjarMahfud2024 #GanjarMahfudM3nangDebat,positif,    Semangat pantangi debat semangat kasih dukungan untuk pak ganjar   ,9,semangat pantang debat semangat kasih dukung ganjar
@stumbfle @semestaa_alam @Gerindra @gibran_tweet engga nyambung blokk blokk,netral,     tidak  sambung blok blokk ,4,sambung blok blokk
@Dahnilanzar @jokowi @prabowo @gibran_tweet Nil Nil.... banguuun. Tidurmu terlalu miring..,netral,     Nil Nil.... banguuun. Tidurmu terlalu miring.. ,6,nil nil bangun tidur miring
@GeiszChalifah Maksudnya gestur muka kayak gitu kenapa ya..,netral,  Maksudnya gestur muka mirip  begitu  kenapa ya.. ,7,maksud gestur muka iya
@RepublicWakanda @elisa_jkt Prabowo aja ngiranya si gibran bahas ekonomi,netral,   Prabowo saja kiranya si gibran bahas ekonomi ,7,prabowo si gibran bahas ekonomi
@kumparan bandung siap dukung ganjar mahfud ,netral,  bandung siap dukung ganjar mahfud  ,5,bandung dukung ganjar mahfud
Ganjar-Mahfud menawarkan solusi konkret untuk menyederhanakan formulir dan prosedur pembayaran pajak bagi warga. @stztwice Juara ! Pasti Lebih Baik https://t.co/moNzxHlFsk,positif, Ganjar-Mahfud menawarkan solusi konkret untuk menyederhanakan formulir dan prosedur pembayaran pajak bagi warga.  Juara ! Pasti Lebih Baik  ,18,ganjar mahfud tawar solusi konkret sederhana formulir prosedur bayar pajak warga juara
 Kalau solid pasti yakin Pak Anies dan Pak Muhaimin menang 🇮🇩 #AniesMuhaimin2024 #AMINkanIndonesia https://t.co/kY3ZtM8rvH,positif,  Kalau solid pasti yakin Pak Anies dan Pak Muhaimin menang 🇮🇩    ,11,solid anies muhaimin menang
@voiceofpkb @aniesbaswedan Jawaban pak anies paling masuk akal #AMINUnggulDebatCapres #AMINUnggulDebatCapres,positif,   Jawaban pak anies paling masuk akal   ,6,anies masuk akal
@Chavesz08 Saya gak punya apa-apa mas Anies saya orang miskin mas Anies saya rela mati untuk bangsa ini saya tidak takut tidak punya jabatan mas anies,netral,  Saya tidak punya apa apa mas Anies saya orang miskin mas Anies saya rela mati untuk bangsa ini saya tidak takut tidak punya jabatan mas anies ,26,mas anies orang miskin mas anies rela mati bangsa takut jabat mas anies
@A4H74976106 @kumparan Di video awal yg pas pake baju ungu betina itu hanya sebut nama Pak Rosan dalam ceritanya mengenai masa jabatan Pak Prabowo kalo menjadi Presiden tapi di keterangan tertulisnya dia seret2 nama hasto kristiyanto buat penguat alibinya somplak nih betina,netral,   Di video awal yang pas pakai baju ungu betina itu hanya sebut nama Pak Rosan dalam ceritanya mengenai masa jabatan Pak Prabowo kalau menjadi Presiden tapi di keterangan tertulisnya dia seret seret nama hasto kristiyanto buat penguat alibinya somplak nih betina ,41,video pas pakai baju ungu betina nama rosan cerita jabat prabowo presiden terang tulis seret seret nama hasto kristiyanto kuat alibi somplak ini betina
Ganjar-Mahfud ingin mengubah stigma negatif terhadap pembayaran pajak menjadi tindakan yang positif dan patut dicontoh. @soonflows Top ! Pasti Lebih Baik https://t.co/lBUwQfqsvl,positif, Ganjar-Mahfud ingin mengubah stigma negatif terhadap pembayaran pajak menjadi tindakan yang positif dan patut dicontoh.  Top ! Pasti Lebih Baik  ,20,ganjar mahfud ubah stigma negatif bayar pajak tindakan positif patut contoh top
@sukardiyahya162 Secara hukum sah baik di MK maupun di KPU tapi sudah ada keputusan MKMK dan DKPP bahwa prosesnya cacat etika keputusan pemberhentian jabatan sebagai Ketua MK dan yg satunya peringatan keras terakhir kpd Ketua KPU terkait etika pelolosan pendaftaran Gibran,netral,  Secara hukum sah baik di MK maupun di KPU tapi sudah ada keputusan MKMK dan DKPP bahwa prosesnya cacat etika keputusan pemberhentian jabatan sebagai Ketua MK dan yang satunya peringatan keras terakhir kepada  Ketua KPU terkait etika pelolosan pendaftaran Gibran ,40,hukum sah kpu putus mkmk dkpp proses cacat etika putus henti jabat ketua satu ingat keras ketua kpu kait etika pelolosan daftar gibran
@SINDOnews Mantap pak ganjar,positif,  Mantap pak ganjar ,3,mantap ganjar
Slepet-slepet dan omong kosong Muhaimin tak memberikan keyakinan bahwa ia bisa memimpin dengan bijak @BasskyyA #DebatCawapres | Selamat Hari Ibu | Pak Mahfud | Mas Gibran | Cak Imin | #DesakAnies https://t.co/VqPTzUI2dl,negatif, Slepet-slepet dan omong kosong Muhaimin tidak memberikan keyakinan bahwa dia bisa memimpin dengan bijak   | Selamat Hari Ibu | Pak Mahfud | Mas Gibran | Cak Imin |   ,28,slepet slepet omong kosong muhaimin yakin pimpin bijak selamat mahfud mas gibran cak imin
@Arie_Kriting pilihanku semakin mengerucut antara anies cak imin atau ganjar mahfud,positif,  pilihanku semakin mengerucut antara anies cak imin atau ganjar mahfud ,10,pilih kerucut anies cak imin ganjar mahfud
@bengkeldodo Dalam hal ini saya harus akui dan lebih setuju dengan Pendapatnya pak @prabowo karena masalah di Papua tidak bisa dilihat dari dalam saja. Untuk capres yg paling faham dgn Geopolitik di antara ketiga paslon sy akui pak Prabowo orangnya.,netral,  Dalam hal ini saya harus akui dan lebih setuju dengan Pendapatnya pak  karena masalah di Papua tidak bisa dilihat dari dalam saja. Untuk capres yang paling paham dengan  Geopolitik di antara ketiga paslon saya akui pak Prabowo orangnya. ,38,akui tuju dapat papua capres paham geopolitik tiga paslon akui prabowo orang
@miawlay @kikysaputrii Yah presiden adalah wajah Bangsa di muka internasional. Dan gua pribadi gua yakin dan nggak malu wajah gua diwakili pak Anies.,positif,   Yah presiden adalah wajah Bangsa di muka internasional. Dan saya pribadi saya yakin dan tidak malu wajah saya diwakili pak Anies. ,21,iya presiden wajah bangsa muka internasional pribadi malu wajah wakil anies
Pandangan Muhaimin Terkait Cara Tingkatkan Investasi Bicara Pentingnya Peran UMKM https://t.co/EOT43vlxWU,netral, Pandangan Muhaimin Terkait Cara Tingkatkan Investasi Bicara Pentingnya Peran UMKM  ,10,pandang muhaimin kait tingkat investasi bicara peran umkm
@golkar_id @airlangga_hrt @gibran_tweet Mas Gibran dan Mas Kaesang sangat kompak hadiri di lomba senam gemoy,netral,    Mas Gibran dan Mas Kaesang sangat kompak hadiri di lomba senam gemoi ,12,mas gibran mas kaesang kompak hadir lomba senam gemoi
i think with anies and ganjar who referenced their statements based on data didn't mean that they personally attack prabowo... tp ya emg lg pas pas an aja tema ny ttg pertahanan sdgkn prabowo msh menjabat sbg menhan. mau gmw yg di serang n di kritik otomatis kinerja dia dong ,netral, i pikir dengan anies dan ganjar siapa referensi milik mereka pernyataan berdasarkan hidup data didn't artinya itu mereka personal menyerang prabowo... tapi ya memang  lagi pas pas an saja tema nya tentang  pertahanan sedangkan  prabowo masih  menjabat sebagai menhan. mau saya yang di serang dan di kritik otomatis kinerja dia dong  ,51,i pikir anies ganjar referensi milik nyata dasar hidup data personal serang prabowo iya pas pas an tema nya tahan prabowo jabat menhan serang kritik otomatis kinerja
Ganjar-Mahfud menciptakan terobosan melalui regulasi yang mendukung pertumbuhan perdagangan berkelanjutan. @WAREHOUSE_ENCIT Top ! Sat Set https://t.co/zzDS25ia38,positif, Ganjar-Mahfud menciptakan terobosan melalui regulasi yang mendukung pertumbuhan perdagangan berkelanjutan.  Top ! Sat Set  ,14,ganjar mahfud cipta terobos regulasi dukung tumbuh dagang lanjut top sat set
@DedynurPalakka @AllanNairn14 @prabowo Ada partai senen bilang A selasa berubah jdi B aja jg udh aneh,netral,    Ada partai senin  bilang A selasa berubah jadi B saja juga  sudah aneh ,13,partai senin bilang a selasa ubah b aneh
@MinmonPS7 Disaat gibran jawab ini anies geleng² kepala.. Mgkin beliau ga menyangka serangan personal dirinya k prabowo dibalas gibran k cak imin..,netral,  Disaat gibran jawab ini anies geleng geleng kepala.. Mgkin beliau tidak menyangka serangan personal dirinya kak prabowo dibalas gibran kak cak imin.. ,22,gibran anies geleng geleng kepala beliau sangka serang personal kak prabowo balas gibr kak cak imin
Anies dan Muhaimin udah pake jas cocok buat presiden dan wakil presiden,positif, Anies dan Muhaimin sudah pakai jas cocok buat presiden dan wakil presiden ,12,anies muhaimin pakai jas cocok presiden wakil presiden
